epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.808017248737401,0.733929206585062,0.0006010853179551806,0.4773354884879342,0.24535722799342255,0.0,0.5564267046804466,0.6648335488462702,0.49474955058924047,3.8601833098098345e-05,0.37781041860580444,0.6284888386726379,0.4813733994960785,0.031116746366024017,0.990909090909091,0.9710144927536232,1.0,0.9852941176470589,0.9997073456248171,0.00909090909090909,,,2,2,0
2,0.7564182445920747,0.6806988109802378,0.00395474898235487,0.48892007408470944,0.24185211622509464,0.0,0.6221192682347351,0.7819212814412944,0.47585617694773763,7.402991512459141e-05,0.28213053941726685,0.719510555267334,0.49662700295448303,0.07745812088251114,0.7454545454545455,0.5567010309278351,0.8059701492537313,0.6585365853658537,0.8596234513705979,0.2545454545454545,,,56,43,13
3,0.6493038648161394,0.5673639198829388,0.01586026961690393,0.5076306914461071,0.23083909909273015,0.0,0.7400807792824899,0.8283367703339544,0.4103279138854384,0.00022221182308416684,0.19243718683719635,0.8070542216300964,0.512809693813324,0.12044587731361389,0.6636363636363637,0.46956521739130436,0.8059701492537313,0.5934065934065934,0.7912398790361916,0.33636363636363636,,,74,61,13
4,0.5604589304019665,0.47643936399755804,0.02005356309357388,0.5072467090754673,0.22658903408667136,0.0,0.7482775005939654,0.8327503925659243,0.4087973679215647,0.0002955179726745098,0.17591924965381622,0.8427331447601318,0.5000969767570496,0.10573076456785202,0.7227272727272728,0.53,0.7910447761194029,0.6347305389221557,0.7989464442493416,0.2772727272727273,,,61,47,14
5,0.5433513285784886,0.46109868329146814,0.016944963966721092,0.4956178598362824,0.22898891491108928,0.0,0.7470895699691138,0.8339310634568581,0.4086161343609924,0.00034628376356679304,0.17330493032932281,0.8540157079696655,0.4908890426158905,0.09551677107810974,0.7636363636363637,0.5806451612903226,0.8059701492537313,0.675,0.8216759340552141,0.23636363636363636,,,52,39,13
6,0.536428704343993,0.4553433451159247,0.014942658214091227,0.48791504317316514,0.23043743957733287,0.0,0.7467331907816583,0.8339160549285835,0.4081934724612551,0.0003777315342349225,0.1744515746831894,0.8550650477409363,0.4853123128414154,0.08917605131864548,0.8090909090909091,0.6470588235294118,0.8208955223880597,0.7236842105263158,0.8348453809384451,0.19090909090909092,,,42,30,12
7,0.5314212996384193,0.4511816681459032,0.01350185487033992,0.48305803794285346,0.2314604813682622,0.0,0.7428130197196484,0.8336675708757021,0.4094061874105091,0.0004002494072132134,0.177045539021492,0.8518431186676025,0.4816930592060089,0.0854739397764206,0.8,0.6419753086419753,0.7761194029850746,0.7027027027027027,0.8434299092771437,0.2,,,44,29,15
8,0.5268073636910011,0.4471998841598116,0.012463083362271046,0.48023360659336223,0.2321233587532208,0.0,0.7443573295319553,0.8338987307988037,0.4085258751343906,0.0004323664485629455,0.17724353075027466,0.8496045470237732,0.4786922335624695,0.08369180560112,0.8409090909090909,0.7162162162162162,0.7910447761194029,0.75177304964539,0.8561115988684029,0.1590909090909091,,,35,21,14
9,0.5225381183213201,0.4433089263480285,0.011897164942889378,0.4772423413293115,0.2323715052214162,0.0,0.7440009503444999,0.8345032743177037,0.4080888143626553,0.00044555893189932125,0.1781548112630844,0.8441358208656311,0.47548291087150574,0.08302279561758041,0.8454545454545455,0.726027397260274,0.7910447761194029,0.7571428571428571,0.8651838844990732,0.15454545454545454,,,34,20,14
10,0.5214226764851603,0.4425134165533658,0.011453998660476044,0.47480251357473174,0.23248685099955263,0.0,0.744832501781896,0.8335654557080893,0.40735959244791836,0.0004680334773027049,0.18159455060958862,0.8383215069770813,0.4739587903022766,0.08086971193552017,0.8545454545454545,0.7464788732394366,0.7910447761194029,0.7681159420289855,0.8771827138815724,0.14545454545454545,,,32,18,14
11,0.5198479423235203,0.44119680030592556,0.011113553115263068,0.4731171069474056,0.23253432147461792,0.0,0.7464956046566881,0.8342296902880129,0.4069370397754513,0.0004561622797688148,0.1831454038619995,0.83931964635849,0.4722903072834015,0.08120604604482651,0.8590909090909091,0.7571428571428571,0.7910447761194029,0.7737226277372263,0.8823529411764706,0.1409090909090909,,,31,17,14
12,0.5181995291134407,0.43956114916965877,0.011229553773742297,0.4712720210182256,0.2321824593276813,0.0,0.7429318127821335,0.8347016441799844,0.4066896238628363,0.0004861228933742527,0.18441377580165863,0.8362670540809631,0.4703119397163391,0.0805990919470787,0.8681818181818182,0.7714285714285715,0.8059701492537313,0.7883211678832117,0.8920105355575066,0.1318181818181818,,,29,16,13
13,0.5164432217334879,0.4379345039869177,0.011121336595508558,0.46973611311665897,0.23203883654084698,0.0,0.7422190544072226,0.8353409217214627,0.40736308533728555,0.0005122342173026168,0.18781158328056335,0.8358940482139587,0.4690067768096924,0.08075886964797974,0.8727272727272727,0.782608695652174,0.8059701492537313,0.7941176470588235,0.900497512437811,0.12727272727272726,,,28,15,13
