mode,lambda_q,lambda_sparse,lambda_binary,lambda_coverage,valid_acc,valid_auc,valid_f1,valid_rmse,valid_bce,test_acc,test_auc,test_f1,test_rmse,test_bce,optimistic_acc,optimistic_auc,optimistic_rmse,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,q_change_from_expert,q_change_0_to_1,q_change_1_to_0,q_density,best_epoch,status,result_dir,metrics_path
lq_0p2_ls_0p1_lb_0p5,0.2,0.1,0.5,0.0,0.7470895699691138,0.8356813437304034,0.7216629624787554,0.40775303988668965,0.49130220587572915,0.7377049180327869,0.8270424410592034,0.701460248783126,0.412193344354488,0.4986896659193335,0.7470895699691138,0.8356813437304034,0.40775303988668965,0.8318181818181818,0.875,0.5223880597014925,0.6542056074766355,0.8460637986537899,0.16818181818181818,37,5,32,0.18181818181818182,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p1_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p1_lb_0p5\metrics.json
lq_0p2_ls_0p1_lb_0p8,0.2,0.1,0.8,0.0,0.751960085531005,0.8379934003641841,0.7313432835820896,0.4062754252739557,0.49406130499069373,0.7409123307198859,0.8303188297548825,0.71047391477499,0.41009524403617215,0.5001925815771051,0.751960085531005,0.8379934003641841,0.4062754252739557,0.8,0.896551724137931,0.3880597014925373,0.5416666666666666,0.8271388157252951,0.2,44,3,41,0.1318181818181818,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p1_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p1_lb_0p8\metrics.json
lq_0p2_ls_0p2_lb_0p3,0.2,0.2,0.3,0.0,0.7478023283440247,0.8386397390608699,0.7379982722448476,0.4051349384598466,0.49143533907243425,0.7403183654074602,0.8318590238933624,0.722659223547323,0.40663799352501445,0.49252941419186386,0.7478023283440247,0.8386397390608699,0.4051349384598466,0.6954545454545454,0.5,0.08955223880597014,0.1518987341772152,0.8096771046727149,0.30454545454545456,67,6,61,0.05454545454545454,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p2_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p2_lb_0p3\metrics.json
lq_0p2_ls_0p2_lb_0p5,0.2,0.2,0.5,0.0,0.7475647422190544,0.8369254792551836,0.725345741243376,0.4068027371982108,0.4914714650351121,0.7387146590639107,0.8289421690878613,0.70589021862673,0.4108754237586961,0.4980865672920264,0.7475647422190544,0.8369254792551836,0.4068027371982108,0.7909090909090909,0.8888888888888888,0.3582089552238806,0.5106382978723404,0.8150424348844015,0.20909090909090908,46,3,43,0.12272727272727273,5,success,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p2_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p2_lb_0p5\metrics.json
lq_0p2_ls_0p2_lb_0p8,0.2,0.2,0.8,0.0,0.7491090520313614,0.837535940422375,0.7260700389105058,0.4054742714077244,0.4884591633364017,0.7385364694701829,0.8295190928758043,0.7049202305939134,0.4091829667038175,0.49412071051792766,0.7491090520313614,0.837535940422375,0.4054742714077244,0.7545454545454545,0.8823529411764706,0.22388059701492538,0.35714285714285715,0.820700419471271,0.24545454545454545,54,2,52,0.07727272727272727,4,success,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p2_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p2_ls_0p2_lb_0p8\metrics.json
lq_0p3_ls_0_lb_0p3,0.3,0.0,0.3,0.0,0.7473271560940841,0.8361884032847008,0.7231550175712612,0.40618681252804256,0.487860065682478,0.7358636255642671,0.8268769289526139,0.7006395153147088,0.41124178759052554,0.4965322726258065,0.7473271560940841,0.8361884032847008,0.40618681252804256,0.740909090909091,0.5471698113207547,0.8656716417910447,0.6705202312138728,0.8854745878450883,0.2590909090909091,57,48,9,0.4818181818181818,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0_lb_0p3\metrics.json
lq_0p3_ls_0_lb_0p5,0.3,0.0,0.5,0.0,0.7455452601568069,0.8351465255457158,0.7233273056057866,0.40736376647519806,0.4990315535918157,0.7397244000950345,0.8265252229474074,0.7078666666666666,0.41026503794327174,0.5031244902454163,0.7455452601568069,0.8351465255457158,0.40736376647519806,0.8954545454545455,0.7558139534883721,0.9701492537313433,0.8496732026143791,0.9925860891620331,0.10454545454545454,23,21,2,0.39090909090909093,4,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0_lb_0p5\metrics.json
lq_0p3_ls_0_lb_0p8,0.3,0.0,0.8,0.0,0.7440009503444999,0.8334619397445039,0.7203840664331127,0.4062431013672753,0.49287502749029327,0.7384770729389404,0.8266546646799822,0.7053469852104665,0.4090069126337271,0.4966748127280206,0.7440009503444999,0.8334619397445039,0.4062431013672753,0.8909090909090909,0.7415730337078652,0.9850746268656716,0.8461538461538461,0.9828309433226026,0.10909090909090909,24,23,1,0.40454545454545454,4,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0_lb_0p8\metrics.json
lq_0p3_ls_0p01_lb_0p3,0.3,0.01,0.3,0.0,0.744951294844381,0.8351220259100371,0.7167919799498746,0.4074611155776319,0.4914242655781076,0.7362794012829651,0.8255444192899422,0.6964725184577523,0.4124767364289934,0.49983994568597817,0.744951294844381,0.8351220259100371,0.4074611155776319,0.7454545454545455,0.5632183908045977,0.7313432835820896,0.6363636363636364,0.7939713198712322,0.2545454545454545,56,38,18,0.39545454545454545,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p01_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p01_lb_0p3\metrics.json
lq_0p3_ls_0p01_lb_0p5,0.3,0.01,0.5,0.0,0.7447137087194108,0.8340934700266254,0.7181639344262295,0.4094781386988932,0.49670919544605346,0.7359824186267522,0.8243035550960629,0.6988686403360206,0.4150233409183244,0.5061675246378171,0.7447137087194108,0.8340934700266254,0.4094781386988932,0.8227272727272728,0.7,0.7313432835820896,0.7153284671532847,0.8648912301238905,0.17727272727272728,39,21,18,0.3181818181818182,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p01_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p01_lb_0p5\metrics.json
lq_0p3_ls_0p01_lb_0p8,0.3,0.01,0.8,0.0,0.7467331907816583,0.8356123616756859,0.7208693375229117,0.4069015921175073,0.49705577318845995,0.7416250890947969,0.8277295040552488,0.7059618764363932,0.4101410482054894,0.5021152370805047,0.7467331907816583,0.8356123616756859,0.4069015921175073,0.9181818181818182,0.8450704225352113,0.8955223880597015,0.8695652173913043,0.9778558189444932,0.08181818181818182,18,11,7,0.32272727272727275,4,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p01_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p01_lb_0p8\metrics.json
lq_0p3_ls_0p05_lb_0p3,0.3,0.05,0.3,0.0,0.7438821572820147,0.8354645919944452,0.7157922488795149,0.40791488468267095,0.49235709560804336,0.7352696602518413,0.8257524937157392,0.6959547035950611,0.41311074068872683,0.5009962083195891,0.7438821572820147,0.8354645919944452,0.40791488468267095,0.8272727272727273,0.7636363636363637,0.6268656716417911,0.6885245901639344,0.7929958052872891,0.17272727272727273,38,13,25,0.25,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p05_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p05_lb_0p3\metrics.json
lq_0p3_ls_0p05_lb_0p5,0.3,0.05,0.5,0.0,0.7467331907816583,0.835726655191956,0.7328320802005013,0.40605657157316183,0.4930222101107762,0.7396056070325493,0.828617261312478,0.7177440123615761,0.40826135341235054,0.49551314253660905,0.7467331907816583,0.835726655191956,0.40605657157316183,0.8227272727272728,0.6891891891891891,0.7611940298507462,0.723404255319149,0.892498292849478,0.17727272727272728,39,23,16,0.33636363636363636,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p05_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p05_lb_0p5\metrics.json
lq_0p3_ls_0p05_lb_0p8,0.3,0.05,0.8,0.0,0.7481587075314802,0.8342255164877688,0.736318407960199,0.4081736350631116,0.5028664919553566,0.7408529341886434,0.8266945334557448,0.7194031770531867,0.4098563875859362,0.5046135444886313,0.7481587075314802,0.8342255164877688,0.4081736350631116,0.8681818181818182,0.8275862068965517,0.7164179104477612,0.768,0.9008877182713881,0.1318181818181818,29,10,19,0.2636363636363636,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p05_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p05_lb_0p8\metrics.json
lq_0p3_ls_0p1_lb_0p3,0.3,0.1,0.3,0.0,0.7481587075314802,0.8359075293984194,0.7262396694214877,0.4066087175085809,0.48900387740718754,0.7375861249703017,0.8269168049496728,0.7051128020291015,0.4112961887742628,0.49671962063455305,0.7481587075314802,0.8359075293984194,0.4066087175085809,0.8181818181818182,0.8,0.5373134328358209,0.6428571428571429,0.8081162813384061,0.18181818181818182,40,9,31,0.20454545454545456,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p1_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p1_lb_0p3\metrics.json
lq_0p3_ls_0p1_lb_0p5,0.3,0.1,0.5,0.0,0.7510097410311238,0.8373979191375944,0.7308680020544427,0.4058232915581937,0.4939350377715029,0.7396650035637918,0.8301281008823153,0.7096774193548387,0.40866598393535014,0.49793808115245464,0.7510097410311238,0.8373979191375944,0.4058232915581937,0.8090909090909091,0.7777777777777778,0.5223880597014925,0.625,0.7864598575748708,0.19090909090909092,42,10,32,0.20454545454545456,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p1_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p1_lb_0p5\metrics.json
lq_0p3_ls_0p1_lb_0p8,0.3,0.1,0.8,0.0,0.7505345687811832,0.8383028619233693,0.726775956284153,0.40579590857381004,0.49517096912726977,0.743703967688287,0.8307898026864607,0.7098379396140139,0.40846661381590826,0.49912139481948226,0.7505345687811832,0.8383028619233693,0.40579590857381004,0.7863636363636364,0.75,0.44776119402985076,0.5607476635514018,0.8107501707150522,0.21363636363636362,47,10,37,0.18181818181818182,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p1_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p1_lb_0p8\metrics.json
lq_0p3_ls_0p2_lb_0p3,0.3,0.2,0.3,0.0,0.745664053219292,0.8366896595413988,0.7193603355616726,0.40608122987826695,0.4875354626952584,0.7388928486576384,0.8278727673485573,0.7015209125475285,0.41073920728516566,0.49518737920899325,0.745664053219292,0.8366896595413988,0.40608122987826695,0.7863636363636364,1.0,0.29850746268656714,0.45977011494252873,0.8485025851136474,0.21363636363636362,47,0,47,0.09090909090909091,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p2_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p2_lb_0p3\metrics.json
lq_0p3_ls_0p2_lb_0p5,0.3,0.2,0.5,0.0,0.7493466381563316,0.8400305865229934,0.7376926902038786,0.40358908282950967,0.4892071070648444,0.7448918983131385,0.8351648610345334,0.7241667201849592,0.40488186665124687,0.49036143249664044,0.7493466381563316,0.8400305865229934,0.40358908282950967,0.7681818181818182,0.7666666666666667,0.34328358208955223,0.4742268041237113,0.7757291971514975,0.2318181818181818,51,7,44,0.13636363636363635,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p2_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p2_lb_0p5\metrics.json
lq_0p3_ls_0p2_lb_0p8,0.3,0.2,0.8,0.0,0.7499406034687575,0.8387371086747807,0.7259471422991798,0.4046400707718746,0.48800392340015053,0.7391898313138513,0.8326532653661094,0.7043296747693758,0.406547248894894,0.4900297118639423,0.7499406034687575,0.8387371086747807,0.4046400707718746,0.7181818181818181,0.7777777777777778,0.1044776119402985,0.18421052631578946,0.669983416252073,0.2818181818181818,62,2,60,0.04090909090909091,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p2_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p3_ls_0p2_lb_0p8\metrics.json
lq_0p5_ls_0_lb_0p3,0.5,0.0,0.3,0.0,0.7479211214065099,0.8387565768800284,0.7407769362325922,0.4087046644673624,0.5035224039657962,0.7434069850320741,0.8329624884863654,0.7283018867924528,0.4086150577695099,0.50176892248623,0.7479211214065099,0.8387565768800284,0.4086150577695099,0.7,0.5046728971962616,0.8059701492537313,0.6206896551724138,0.8315286313530387,0.3,66,53,13,0.4863636363636364,4,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0_lb_0p3\metrics.json
lq_0p5_ls_0_lb_0p5,0.5,0.0,0.5,0.0,0.744951294844381,0.835271224974923,0.7181304975712223,0.4079643815462739,0.49271164130694817,0.7362794012829651,0.8258890773101561,0.6982875781462354,0.412807251540515,0.5007196048514134,0.744951294844381,0.835271224974923,0.4079643815462739,0.8318181818181818,0.6630434782608695,0.9104477611940298,0.7672955974842768,0.9426397424641498,0.16818181818181818,37,31,6,0.41818181818181815,8,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0_lb_0p5\metrics.json
lq_0p5_ls_0_lb_0p8,0.5,0.0,0.8,0.0,0.7470895699691138,0.833693842947101,0.7263144363028667,0.4088433515110397,0.4953015514433044,0.7375267284390592,0.8244923414399795,0.7061248919332314,0.41397528062619393,0.5035372825796903,0.7470895699691138,0.833693842947101,0.4088433515110397,0.7818181818181819,0.6067415730337079,0.8059701492537313,0.6923076923076923,0.8993268949370793,0.21818181818181817,48,35,13,0.40454545454545454,5,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0_lb_0p8\metrics.json
lq_0p5_ls_0p01_lb_0p3,0.5,0.01,0.3,0.0,0.7454264670943217,0.8356414639267022,0.7208545004559073,0.40653545583186823,0.4884773708369365,0.7357448325017819,0.8263119275245305,0.7005048805116123,0.41152406080612425,0.4968326022728998,0.7454264670943217,0.8356414639267022,0.40653545583186823,0.7954545454545454,0.6527777777777778,0.7014925373134329,0.6762589928057554,0.8171885669690762,0.20454545454545456,45,25,20,0.32727272727272727,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p01_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p01_lb_0p3\metrics.json
lq_0p5_ls_0p01_lb_0p5,0.5,0.01,0.5,0.0,0.7482775005939654,0.8351361196327788,0.7281590763309814,0.40842037345870735,0.4949586864202835,0.7384770729389404,0.8258520826102408,0.708391284191006,0.41362627467858926,0.5035946797697244,0.7482775005939654,0.8351361196327788,0.40842037345870735,0.8136363636363636,0.63,0.9402985074626866,0.7544910179640718,0.9573700126816896,0.18636363636363637,41,37,4,0.45454545454545453,5,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p01_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p01_lb_0p5\metrics.json
lq_0p5_ls_0p01_lb_0p8,0.5,0.01,0.8,0.0,0.7481587075314802,0.833475890528881,0.7263103537309579,0.40845600774941343,0.49400614097489653,0.7375861249703017,0.8243503274308962,0.7051128020291015,0.4132909859964625,0.5011769173792987,0.7481587075314802,0.833475890528881,0.40845600774941343,0.759090909090909,0.5760869565217391,0.7910447761194029,0.6666666666666666,0.872207589503463,0.2409090909090909,53,39,14,0.41818181818181815,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p01_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p01_lb_0p8\metrics.json
lq_0p5_ls_0p05_lb_0p3,0.5,0.05,0.3,0.0,0.7462580185317177,0.835899867902081,0.7206382422181533,0.406513727429896,0.4886107041510419,0.7363981943454502,0.8262169602595322,0.7000135189941868,0.411607422451464,0.4970437475165084,0.7462580185317177,0.835899867902081,0.406513727429896,0.8318181818181818,0.7884615384615384,0.6119402985074627,0.6890756302521008,0.8071407667544631,0.16818181818181818,37,11,26,0.23636363636363636,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p05_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p05_lb_0p3\metrics.json
lq_0p5_ls_0p05_lb_0p5,0.5,0.05,0.5,0.0,0.744832501781896,0.8333754620339694,0.7190687941407272,0.40901524911393167,0.49522817446373407,0.7370515561891186,0.8244415612858113,0.7007368349895221,0.4134536534365371,0.5022308976942208,0.744832501781896,0.8333754620339694,0.40901524911393167,0.8318181818181818,0.7419354838709677,0.6865671641791045,0.7131782945736435,0.8311384255194615,0.16818181818181818,37,16,21,0.2818181818181818,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p05_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p05_lb_0p5\metrics.json
lq_0p5_ls_0p05_lb_0p8,0.5,0.05,0.8,0.0,0.748039914468995,0.8356875472554233,0.7349081364829396,0.40677815525678657,0.49584263534750994,0.740199572344975,0.8281479781641871,0.7180611060977182,0.4094769135892654,0.4990526966845866,0.748039914468995,0.8356875472554233,0.40677815525678657,0.9090909090909091,0.9122807017543859,0.7761194029850746,0.8387096774193549,0.9354209345429714,0.09090909090909091,20,5,15,0.2590909090909091,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p05_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p05_lb_0p8\metrics.json
lq_0p5_ls_0p1_lb_0p3,0.5,0.1,0.3,0.0,0.7502969826562129,0.8379091239044631,0.7331810104087332,0.4054582103512984,0.4921479899332,0.7410905203136137,0.8300988690757065,0.7147064598468487,0.4089009477769412,0.497392139980038,0.7502969826562129,0.8379091239044631,0.4054582103512984,0.8045454545454546,0.7307692307692307,0.5671641791044776,0.6386554621848739,0.7676324261047702,0.19545454545454546,43,14,29,0.23636363636363636,3,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p1_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p1_lb_0p3\metrics.json
lq_0p5_ls_0p1_lb_0p5,0.5,0.1,0.5,0.0,0.7517224994060346,0.839572840704455,0.7375690607734806,0.4073541170396949,0.5005542287593898,0.7454264670943217,0.8340847573344105,0.7221213692946058,0.40727134360488376,0.4985481817276182,0.7517224994060346,0.839572840704455,0.40727134360488376,0.8318181818181818,0.8571428571428571,0.5373134328358209,0.6605504587155964,0.8144571261340359,0.16818181818181818,37,6,31,0.19090909090909092,4,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p1_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p1_lb_0p5\metrics.json
lq_0p5_ls_0p1_lb_0p8,0.5,0.1,0.8,0.0,0.7470895699691138,0.8385640103153471,0.7339082614673166,0.4039540185122835,0.48898467153711384,0.7399025896887622,0.8334987419346787,0.7181929339082309,0.40519537366060093,0.48954323402339445,0.7470895699691138,0.8385640103153471,0.4039540185122835,0.8227272727272728,0.9117647058823529,0.4626865671641791,0.6138613861386139,0.840600916983709,0.17727272727272728,39,3,36,0.15454545454545454,5,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p1_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p1_lb_0p8\metrics.json
lq_0p5_ls_0p2_lb_0p3,0.5,0.2,0.3,0.0,0.7462580185317177,0.8367255656585664,0.7181314330958036,0.4063882036322522,0.4878762303406867,0.7368733665953908,0.8274275455588682,0.6971561389116763,0.4110245394080572,0.49544567631044323,0.7462580185317177,0.8367255656585664,0.4063882036322522,0.7727272727272727,0.8695652173913043,0.29850746268656714,0.4444444444444444,0.8105550677982636,0.22727272727272727,50,3,47,0.10454545454545454,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p2_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p2_lb_0p3\metrics.json
lq_0p5_ls_0p2_lb_0p5,0.5,0.2,0.5,0.0,0.7473271560940841,0.8384768465006631,0.7275521967465095,0.40481242901608877,0.49152222478437085,0.7398431931575196,0.8320168308770143,0.7110055423594616,0.4067705087829919,0.4937418600055189,0.7473271560940841,0.8384768465006631,0.40481242901608877,0.75,0.8,0.23880597014925373,0.367816091954023,0.7474392742171495,0.25,55,4,51,0.09090909090909091,5,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p2_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p2_lb_0p5\metrics.json
lq_0p5_ls_0p2_lb_0p8,0.5,0.2,0.8,0.0,0.7483962936564504,0.8393576327028341,0.7252918287937743,0.4048965146032587,0.49302419619553234,0.7429318127821335,0.8343502843919716,0.7095691853442491,0.4055506948720487,0.4921290599917265,0.7483962936564504,0.8393576327028341,0.4048965146032587,0.7363636363636363,1.0,0.13432835820895522,0.23684210526315788,0.7008096771046728,0.2636363636363636,58,0,58,0.04090909090909091,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p2_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p5_ls_0p2_lb_0p8\metrics.json
lq_0p8_ls_0_lb_0p3,0.8,0.0,0.3,0.0,0.7422190544072226,0.8353409217214627,0.7109749600426212,0.40736308533728555,0.49173928933734357,0.7352102637205987,0.8257544145805016,0.6924244514971712,0.412020674396847,0.4991572646012389,0.7422190544072226,0.8353409217214627,0.40736308533728555,0.8727272727272727,0.782608695652174,0.8059701492537313,0.7941176470588235,0.900497512437811,0.12727272727272726,28,15,13,0.31363636363636366,13,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0_lb_0p3\metrics.json
lq_0p8_ls_0_lb_0p5,0.8,0.0,0.5,0.0,0.7416250890947969,0.8355613040918793,0.7054043071921983,0.40785017464720524,0.49232692107384113,0.7350914706581135,0.825859455553558,0.6868417357112765,0.4126070771984933,0.5006170859396107,0.7416250890947969,0.8355613040918793,0.40785017464720524,0.9136363636363637,0.8529411764705882,0.8656716417910447,0.8592592592592593,0.9499561018437226,0.08636363636363636,19,10,9,0.3090909090909091,13,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0_lb_0p5\metrics.json
lq_0p8_ls_0_lb_0p8,0.8,0.0,0.8,0.0,0.7438821572820147,0.8337023334859535,0.7156423107359535,0.4093962193943384,0.4957282828299087,0.7352696602518413,0.8238710572301002,0.6964103262720523,0.4145365944516128,0.504329109398502,0.7438821572820147,0.8337023334859535,0.4093962193943384,0.8818181818181818,0.7733333333333333,0.8656716417910447,0.8169014084507042,0.9264462003706955,0.11818181818181818,26,17,9,0.3409090909090909,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0_lb_0p8\metrics.json
lq_0p8_ls_0p01_lb_0p3,0.8,0.01,0.3,0.0,0.743288191969589,0.835604271364254,0.7120586275816123,0.40591098187121677,0.487742903752332,0.7366357804704206,0.8256868376916069,0.6941647123741206,0.4114245655038222,0.4981291677872122,0.743288191969589,0.835604271364254,0.40591098187121677,0.9045454545454545,0.8833333333333333,0.7910447761194029,0.8346456692913385,0.9416642278802068,0.09545454545454546,21,7,14,0.2727272727272727,20,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p01_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p01_lb_0p3\metrics.json
lq_0p8_ls_0p01_lb_0p5,0.8,0.01,0.5,0.0,0.7460204324067474,0.835445066613852,0.7217595002602811,0.40752738411369466,0.49156342528829966,0.737407935376574,0.8262739579496418,0.7024298310560678,0.41219471910782346,0.4992135383051917,0.7460204324067474,0.835445066613852,0.40752738411369466,0.9,0.8461538461538461,0.8208955223880597,0.8333333333333334,0.9002048580626282,0.1,22,10,12,0.29545454545454547,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p01_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p01_lb_0p5\metrics.json
lq_0p8_ls_0p01_lb_0p8,0.8,0.01,0.8,0.0,0.7440009503444999,0.8363140746947866,0.7268348333122069,0.4066756893366077,0.4977442308027612,0.7390710382513661,0.8302876698622154,0.71296961777197,0.40809882731930286,0.49902579292981086,0.7440009503444999,0.8363140746947866,0.4066756893366077,0.9227272727272727,0.8472222222222222,0.9104477611940298,0.8776978417266187,0.9837089064481515,0.07727272727272727,17,11,6,0.32727272727272727,5,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p01_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p01_lb_0p8\metrics.json
lq_0p8_ls_0p05_lb_0p3,0.8,0.05,0.3,0.0,0.7464956046566881,0.8359801706752683,0.7180232558139535,0.406131972910441,0.4884160007955542,0.7361012116892374,0.8262677259711084,0.695789113317357,0.4112638186679515,0.4975585005876028,0.7464956046566881,0.8359801706752683,0.406131972910441,0.9318181818181818,0.9482758620689655,0.8208955223880597,0.88,0.9544434689298605,0.06818181818181818,15,3,12,0.2636363636363636,15,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p05_lb_0p3,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p05_lb_0p3\metrics.json
lq_0p8_ls_0p05_lb_0p5,0.8,0.05,0.5,0.0,0.7450700879068662,0.8357475241931758,0.7191834598272704,0.40799325478149256,0.49230204726439464,0.7359824186267522,0.8262986042332277,0.6982963415461888,0.41280168021979385,0.5003045696896754,0.7450700879068662,0.8357475241931758,0.40799325478149256,0.8954545454545455,0.8928571428571429,0.746268656716418,0.8130081300813008,0.9046922251487659,0.10454545454545454,23,6,17,0.2545454545454545,9,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p05_lb_0p5,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p05_lb_0p5\metrics.json
lq_0p8_ls_0p05_lb_0p8,0.8,0.05,0.8,0.0,0.7426942266571632,0.8327949607479815,0.715,0.41023000293017786,0.49891926278570925,0.7355072463768116,0.8232967475513453,0.6975891341256367,0.4150059592727361,0.5064840794213833,0.7426942266571632,0.8327949607479815,0.41023000293017786,0.8863636363636364,0.9038461538461539,0.7014925373134329,0.7899159663865546,0.9187396351575456,0.11363636363636363,25,5,20,0.23636363636363636,6,success,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p05_lb_0p8,Q_GNCDM\results\math1_lambda_grid\lq_0p8_ls_0p05_lb_0p8\metrics.json
