run=weak-q_lq_0p05_ls_0p1_lb_0p9 mode=weak-q noise=0.20 train=4200 valid=600 test=1200
epoch=1 loss_total=0.988404 loss_rec=0.725506 valid_auc=0.594141 valid_rmse=0.499588 q_change=17 q_delta=0.070736 q_grad=0.000206
epoch=2 loss_total=0.946090 loss_rec=0.705101 valid_auc=0.614632 valid_rmse=0.498608 q_change=31 q_delta=0.149746 q_grad=0.000299
epoch=3 loss_total=0.907780 loss_rec=0.697766 valid_auc=0.649241 valid_rmse=0.496601 q_change=34 q_delta=0.222550 q_grad=0.000366
epoch=4 loss_total=0.864127 loss_rec=0.687759 valid_auc=0.667684 valid_rmse=0.493167 q_change=37 q_delta=0.280113 q_grad=0.000387
epoch=5 loss_total=0.826233 loss_rec=0.679003 valid_auc=0.662824 valid_rmse=0.487007 q_change=37 q_delta=0.319695 q_grad=0.000398
epoch=6 loss_total=0.787882 loss_rec=0.662323 valid_auc=0.663058 valid_rmse=0.481789 q_change=35 q_delta=0.344478 q_grad=0.000446
epoch=7 loss_total=0.756181 loss_rec=0.645531 valid_auc=0.673371 valid_rmse=0.477955 q_change=34 q_delta=0.360938 q_grad=0.000488
epoch=8 loss_total=0.736748 loss_rec=0.636644 valid_auc=0.681596 valid_rmse=0.475285 q_change=34 q_delta=0.372410 q_grad=0.000546
epoch=9 loss_total=0.721207 loss_rec=0.628741 valid_auc=0.687232 valid_rmse=0.472362 q_change=34 q_delta=0.380990 q_grad=0.000578
epoch=10 loss_total=0.713767 loss_rec=0.627333 valid_auc=0.688449 valid_rmse=0.472513 q_change=34 q_delta=0.387358 q_grad=0.000588
epoch=11 loss_total=0.702383 loss_rec=0.620410 valid_auc=0.692478 valid_rmse=0.471051 q_change=34 q_delta=0.392294 q_grad=0.000627
epoch=12 loss_total=0.683127 loss_rec=0.604740 valid_auc=0.693281 valid_rmse=0.472905 q_change=34 q_delta=0.396220 q_grad=0.000652
epoch=13 loss_total=0.675477 loss_rec=0.600186 valid_auc=0.691127 valid_rmse=0.471296 q_change=34 q_delta=0.399636 q_grad=0.000681
epoch=14 loss_total=0.669031 loss_rec=0.596303 valid_auc=0.689040 valid_rmse=0.473451 q_change=34 q_delta=0.402204 q_grad=0.000714
