noise_rate,mode,model_mode,lambda_q,lambda_sparse,lambda_binary,lambda_coverage,valid_acc,valid_auc,valid_f1,valid_rmse,test_acc,test_auc,test_f1,test_rmse,q_noise_f1_vs_true,q_noise_hamming_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0,q_hat_density,best_epoch,result_dir
0.05,fixed-noisy-q,fixed-noisy-q,0.0,0.0,0.0,0.0,0.5564267046804466,0.7415574312626557,0.0,0.493791495443227,0.5756711808030411,0.7485711221408866,0.0,0.4906348813307471,0.9777777777777777,0.013636363636363636,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0,0.3090909090909091,1,Q_GNCDM\results\math1_noisy_q_smoke\noise_0.05\fixed-noisy-q
0.05,weak-prediction-best,weak-q,0.2,0.1,0.8,0.0,0.5564267046804466,0.5702587516014814,0.0,0.49636050598501746,0.5756711808030411,0.5557939505989401,0.0,0.49390364430191813,0.9777777777777777,0.013636363636363636,0.9777777777777777,0.9806848112379281,0.013636363636363636,0.0,0.0,0,0,0,0.3090909090909091,1,Q_GNCDM\results\math1_noisy_q_smoke\noise_0.05\weak-prediction-best
0.05,weak-balanced-best,weak-q,0.8,0.1,0.8,0.0,0.5564267046804466,0.6155411109032469,0.0,0.49508293122443814,0.5756711808030411,0.6010926716438536,0.0,0.4928819622810918,0.9777777777777777,0.013636363636363636,0.9777777777777777,0.9849770754072774,0.013636363636363636,0.0,0.0,0,0,0,0.3090909090909091,1,Q_GNCDM\results\math1_noisy_q_smoke\noise_0.05\weak-balanced-best
