epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.9521344293808115,0.7343652320319208,0.0016070654651563364,0.46368499254358225,0.24282941042349257,0.0,0.5564267046804466,0.6544881274250923,0.4937393569656992,0.00015382871600289443,0.3696882128715515,0.6334089636802673,0.44720667600631714,0.06941666454076767,0.95,1.0,0.835820895522388,0.9105691056910569,0.9992195883328456,0.05,,,11,0,11
2,0.880625634357847,0.6746346169504626,0.011626529009563142,0.4332211623931753,0.2275058108157125,0.0,0.6446899501069138,0.8089880615590939,0.4672278810928076,0.0002997582381920375,0.2774806022644043,0.7272865772247314,0.4209181070327759,0.13520188629627228,0.8954545454545455,0.9074074074074074,0.7313432835820896,0.8099173553719008,0.9586381816408156,0.10454545454545454,,,23,5,18
3,0.7362843823843989,0.5455397002655884,0.031111914150673766,0.4134978097060631,0.2048092520442502,0.0,0.7483962936564504,0.8336142548657364,0.40750513789188575,0.000454727756481714,0.19892078638076782,0.8045513033866882,0.40353724360466003,0.19714224338531494,0.8272727272727273,0.7301587301587301,0.6865671641791045,0.7076923076923077,0.907911423275778,0.17272727272727273,,,38,17,21
4,0.6423376490329874,0.46817679600469,0.05225803279157343,0.3907917722545821,0.18021206866050588,0.0,0.7474459491565693,0.833455964920867,0.40863787360813375,0.0004358227090741476,0.1602962613105774,0.8635697960853577,0.37804877758026123,0.23971888422966003,0.8409090909090909,0.7580645161290323,0.7014925373134329,0.7286821705426356,0.927616817871427,0.1590909090909091,,,35,15,20
5,0.6074894512521809,0.4483031687037698,0.07087512898804813,0.3671714535047268,0.15831585177059831,0.0,0.7467331907816583,0.8329694313157145,0.409756129955494,0.000431833321585898,0.1152038499712944,0.896073579788208,0.35664457082748413,0.27318185567855835,0.8454545454545455,0.7619047619047619,0.7164179104477612,0.7384615384615385,0.9316164276655936,0.15454545454545454,,,34,15,19
6,0.5842627769914167,0.4381403532521478,0.08768180333848657,0.3477632598630313,0.1389973723682864,0.0,0.742456640532193,0.8329020787583528,0.4101935962987635,0.0004285195383749067,0.08524394780397415,0.9221066236495972,0.339387983083725,0.2984839379787445,0.8545454545454545,0.7868852459016393,0.7164179104477612,0.75,0.9325919422495366,0.14545454545454545,,,32,13,19
7,0.5628228834990797,0.4274497664180295,0.10183588736530008,0.33239415493504754,0.12298278407803898,0.0,0.7415062960323117,0.8318382456865775,0.411819364396091,0.0004125922127498378,0.0653931051492691,0.9399835467338562,0.32587897777557373,0.3182564377784729,0.8636363636363636,0.8135593220338984,0.7164179104477612,0.7619047619047619,0.9328845966247197,0.13636363636363635,,,30,11,19
8,0.5434855808471811,0.4170634561571582,0.11382228778354053,0.32041660773343056,0.10954604619022074,0.0,0.739368020907579,0.8317169196027732,0.4131511188466318,0.0003955637356707955,0.05125720426440239,0.9515421390533447,0.31498247385025024,0.3349399268627167,0.8727272727272727,0.8421052631578947,0.7164179104477612,0.7741935483870968,0.9319090820407765,0.12727272727272726,,,28,9,19
9,0.5249865563779041,0.4060437489172508,0.12397950707838454,0.3103920632395251,0.09828413187943656,0.0,0.7391304347826086,0.8309756984197192,0.41422867420950116,0.00038734449180051814,0.04064706712961197,0.9604909420013428,0.30562570691108704,0.3489212691783905,0.8727272727272727,0.8421052631578947,0.7164179104477612,0.7741935483870968,0.929860501414496,0.12727272727272726,,,28,9,19
