run=weak-q_lq_0p9_ls_0p1_lb_0p05 mode=weak-q noise=0.20 train=4200 valid=600 test=1200
epoch=1 loss_total=0.783153 loss_rec=0.725428 valid_auc=0.594018 valid_rmse=0.499548 q_change=6 q_delta=0.045124 q_grad=0.000075
epoch=2 loss_total=0.760185 loss_rec=0.703203 valid_auc=0.606122 valid_rmse=0.498002 q_change=15 q_delta=0.045298 q_grad=0.000098
epoch=3 loss_total=0.749825 loss_rec=0.692308 valid_auc=0.620759 valid_rmse=0.494605 q_change=15 q_delta=0.043969 q_grad=0.000153
epoch=4 loss_total=0.732249 loss_rec=0.673970 valid_auc=0.640949 valid_rmse=0.487577 q_change=15 q_delta=0.044494 q_grad=0.000247
epoch=5 loss_total=0.712156 loss_rec=0.652480 valid_auc=0.656786 valid_rmse=0.481536 q_change=21 q_delta=0.050329 q_grad=0.000443
epoch=6 loss_total=0.692458 loss_rec=0.631777 valid_auc=0.664598 valid_rmse=0.478920 q_change=22 q_delta=0.054993 q_grad=0.000655
epoch=7 loss_total=0.682609 loss_rec=0.622212 valid_auc=0.669230 valid_rmse=0.478944 q_change=20 q_delta=0.057709 q_grad=0.000734
epoch=8 loss_total=0.680545 loss_rec=0.620263 valid_auc=0.667824 valid_rmse=0.479700 q_change=24 q_delta=0.059443 q_grad=0.000807
epoch=9 loss_total=0.677423 loss_rec=0.617319 valid_auc=0.672489 valid_rmse=0.477411 q_change=23 q_delta=0.061683 q_grad=0.000829
epoch=10 loss_total=0.682309 loss_rec=0.622341 valid_auc=0.671339 valid_rmse=0.478754 q_change=23 q_delta=0.063118 q_grad=0.000811
epoch=11 loss_total=0.682356 loss_rec=0.622436 valid_auc=0.671440 valid_rmse=0.477470 q_change=20 q_delta=0.064082 q_grad=0.000858
epoch=12 loss_total=0.676126 loss_rec=0.616324 valid_auc=0.671261 valid_rmse=0.479140 q_change=20 q_delta=0.064552 q_grad=0.000878
epoch=13 loss_total=0.674181 loss_rec=0.614537 valid_auc=0.671228 valid_rmse=0.477399 q_change=20 q_delta=0.066128 q_grad=0.000842
epoch=14 loss_total=0.676797 loss_rec=0.617180 valid_auc=0.670022 valid_rmse=0.479999 q_change=20 q_delta=0.066582 q_grad=0.000883
epoch=15 loss_total=0.674420 loss_rec=0.614732 valid_auc=0.671897 valid_rmse=0.477925 q_change=19 q_delta=0.067463 q_grad=0.000885
epoch=16 loss_total=0.678099 loss_rec=0.618398 valid_auc=0.671987 valid_rmse=0.477930 q_change=20 q_delta=0.068211 q_grad=0.000946
epoch=17 loss_total=0.674237 loss_rec=0.614748 valid_auc=0.671641 valid_rmse=0.478098 q_change=20 q_delta=0.068029 q_grad=0.000897
epoch=18 loss_total=0.672318 loss_rec=0.612871 valid_auc=0.671004 valid_rmse=0.478991 q_change=19 q_delta=0.068393 q_grad=0.000909
epoch=19 loss_total=0.672280 loss_rec=0.612855 valid_auc=0.671105 valid_rmse=0.479122 q_change=18 q_delta=0.069343 q_grad=0.000940
epoch=20 loss_total=0.672512 loss_rec=0.613156 valid_auc=0.672578 valid_rmse=0.477844 q_change=18 q_delta=0.069597 q_grad=0.000977
epoch=21 loss_total=0.669514 loss_rec=0.610104 valid_auc=0.672489 valid_rmse=0.478543 q_change=19 q_delta=0.070152 q_grad=0.000923
epoch=22 loss_total=0.669500 loss_rec=0.610137 valid_auc=0.671272 valid_rmse=0.478731 q_change=21 q_delta=0.070614 q_grad=0.000984
epoch=23 loss_total=0.670000 loss_rec=0.610617 valid_auc=0.670893 valid_rmse=0.478637 q_change=19 q_delta=0.071014 q_grad=0.000949
epoch=24 loss_total=0.667444 loss_rec=0.608131 valid_auc=0.669933 valid_rmse=0.479343 q_change=19 q_delta=0.071503 q_grad=0.000973
epoch=25 loss_total=0.667581 loss_rec=0.608214 valid_auc=0.669609 valid_rmse=0.479091 q_change=19 q_delta=0.072054 q_grad=0.001018
epoch=26 loss_total=0.666866 loss_rec=0.607534 valid_auc=0.670268 valid_rmse=0.479484 q_change=19 q_delta=0.072131 q_grad=0.000994
epoch=27 loss_total=0.666484 loss_rec=0.607161 valid_auc=0.670446 valid_rmse=0.479566 q_change=17 q_delta=0.072501 q_grad=0.001003
epoch=28 loss_total=0.671606 loss_rec=0.612290 valid_auc=0.670033 valid_rmse=0.479893 q_change=18 q_delta=0.073044 q_grad=0.001028
epoch=29 loss_total=0.667408 loss_rec=0.608052 valid_auc=0.670993 valid_rmse=0.478349 q_change=19 q_delta=0.073303 q_grad=0.001021
epoch=30 loss_total=0.666036 loss_rec=0.606672 valid_auc=0.672645 valid_rmse=0.480041 q_change=18 q_delta=0.073337 q_grad=0.001027
epoch=31 loss_total=0.665471 loss_rec=0.606156 valid_auc=0.671897 valid_rmse=0.479234 q_change=18 q_delta=0.072922 q_grad=0.001032
epoch=32 loss_total=0.667744 loss_rec=0.608373 valid_auc=0.672924 valid_rmse=0.477916 q_change=18 q_delta=0.073762 q_grad=0.001046
epoch=33 loss_total=0.667651 loss_rec=0.608281 valid_auc=0.671987 valid_rmse=0.477509 q_change=17 q_delta=0.074026 q_grad=0.001056
epoch=34 loss_total=0.668689 loss_rec=0.609368 valid_auc=0.669989 valid_rmse=0.478447 q_change=17 q_delta=0.073770 q_grad=0.001013
epoch=35 loss_total=0.670583 loss_rec=0.611260 valid_auc=0.671819 valid_rmse=0.477702 q_change=17 q_delta=0.074120 q_grad=0.001025
epoch=36 loss_total=0.667418 loss_rec=0.608102 valid_auc=0.671116 valid_rmse=0.479741 q_change=17 q_delta=0.074091 q_grad=0.001047
epoch=37 loss_total=0.665023 loss_rec=0.605630 valid_auc=0.673694 valid_rmse=0.478344 q_change=17 q_delta=0.074257 q_grad=0.001038
epoch=38 loss_total=0.664638 loss_rec=0.605233 valid_auc=0.671629 valid_rmse=0.479443 q_change=17 q_delta=0.074802 q_grad=0.001085
epoch=39 loss_total=0.667979 loss_rec=0.608599 valid_auc=0.670681 valid_rmse=0.478267 q_change=17 q_delta=0.075108 q_grad=0.001066
epoch=40 loss_total=0.666032 loss_rec=0.606632 valid_auc=0.670647 valid_rmse=0.479286 q_change=17 q_delta=0.075225 q_grad=0.001054
epoch=41 loss_total=0.665524 loss_rec=0.606116 valid_auc=0.671183 valid_rmse=0.478945 q_change=16 q_delta=0.075185 q_grad=0.001039
epoch=42 loss_total=0.667810 loss_rec=0.608356 valid_auc=0.669196 valid_rmse=0.478829 q_change=17 q_delta=0.076036 q_grad=0.001103
epoch=43 loss_total=0.663972 loss_rec=0.604537 valid_auc=0.670391 valid_rmse=0.478856 q_change=17 q_delta=0.076221 q_grad=0.001066
epoch=44 loss_total=0.667065 loss_rec=0.607613 valid_auc=0.669754 valid_rmse=0.478452 q_change=16 q_delta=0.076751 q_grad=0.001083
epoch=45 loss_total=0.664556 loss_rec=0.605108 valid_auc=0.670100 valid_rmse=0.480395 q_change=17 q_delta=0.076002 q_grad=0.001081
epoch=46 loss_total=0.667064 loss_rec=0.607550 valid_auc=0.669855 valid_rmse=0.478082 q_change=17 q_delta=0.077203 q_grad=0.001074
epoch=47 loss_total=0.667123 loss_rec=0.607596 valid_auc=0.670022 valid_rmse=0.478886 q_change=16 q_delta=0.077105 q_grad=0.001075
epoch=48 loss_total=0.665431 loss_rec=0.605929 valid_auc=0.670491 valid_rmse=0.478589 q_change=16 q_delta=0.077448 q_grad=0.001092
epoch=49 loss_total=0.665865 loss_rec=0.606307 valid_auc=0.669933 valid_rmse=0.478821 q_change=16 q_delta=0.077798 q_grad=0.001106
epoch=50 loss_total=0.664151 loss_rec=0.604611 valid_auc=0.669408 valid_rmse=0.479109 q_change=17 q_delta=0.077373 q_grad=0.001043
epoch=51 loss_total=0.664896 loss_rec=0.605339 valid_auc=0.669565 valid_rmse=0.479776 q_change=17 q_delta=0.077505 q_grad=0.001120
epoch=52 loss_total=0.667754 loss_rec=0.608180 valid_auc=0.669654 valid_rmse=0.478547 q_change=15 q_delta=0.078073 q_grad=0.001107
epoch=53 loss_total=0.669080 loss_rec=0.609494 valid_auc=0.670089 valid_rmse=0.479160 q_change=16 q_delta=0.078546 q_grad=0.001116
epoch=54 loss_total=0.662494 loss_rec=0.602879 valid_auc=0.669833 valid_rmse=0.480004 q_change=16 q_delta=0.078451 q_grad=0.001119
epoch=55 loss_total=0.662833 loss_rec=0.603135 valid_auc=0.670435 valid_rmse=0.479706 q_change=16 q_delta=0.079243 q_grad=0.001136
epoch=56 loss_total=0.663656 loss_rec=0.603944 valid_auc=0.670658 valid_rmse=0.479138 q_change=16 q_delta=0.079204 q_grad=0.001099
epoch=57 loss_total=0.664292 loss_rec=0.604521 valid_auc=0.670100 valid_rmse=0.479514 q_change=16 q_delta=0.079653 q_grad=0.001172
Early stopping at epoch 57; best_epoch=37.
Saved run to C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p9_ls_0p1_lb_0p05\seed_2026\noise_0.20\weak-q_lq_0p9_ls_0p1_lb_0p05
Final metrics: q_hat_f1=0.820000 response_auc=0.683422 mastery_pearson=0.352401
