lambda_q,lambda_sparse,lambda_binary,lambda_coverage,response_acc,response_auc,response_rmse,valid_acc,valid_auc,valid_rmse,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,status,result_dir,metrics_path
0.2,0.7,0.1,0.0,0.6441666666666667,0.686932930083615,0.475859779624893,0.64,0.685859375,0.48232445467358975,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7966809006211181,0.22083333333333333,0.0,1.0,53,0,53,0.6526698980367545,0.5738889742078204,0.18670091213602008,0.05362819880247116,0.039010038768703285,0.5758756615898826,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p1,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p1\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p1\metrics.json
0.2,0.7,0.2,0.0,0.6433333333333333,0.6851872442625867,0.4752516124689987,0.645,0.6873325892857143,0.48117493204499423,0.775,1.0,0.03571428571428571,0.06896551724137931,0.7588315217391305,0.225,0.0,1.0,54,0,54,0.6606921797448938,0.5836064594261574,0.19314219238180103,0.04555373644512711,0.032848323384920754,0.640829838586576,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p2,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p2\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p2\metrics.json
0.2,0.7,0.3,0.0,0.635,0.6837334326632272,0.4814406564198109,0.645,0.6845647321428572,0.4827299585735037,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7210791925465839,0.22083333333333333,0.0,1.0,54,0,54,0.6512882176673773,0.5764172745473457,0.19946866888891568,0.03863772811988989,0.02643600261459748,0.6945807175202803,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p3,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p3\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p3\metrics.json
0.2,0.7,0.4,0.0,0.6308333333333334,0.6847536025618218,0.47939389924882714,0.6516666666666666,0.6889397321428572,0.4797385994837012,0.7708333333333334,1.0,0.017857142857142856,0.03508771929824561,0.68652950310559,0.22916666666666666,0.0,1.0,54,0,54,0.6613667869206631,0.5884458395567808,0.20271587439558722,0.03287843603527907,0.023407182402231476,0.7386471647204775,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p4,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p4\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p4\metrics.json
0.2,0.7,0.5,0.0,0.6366666666666667,0.6836806173278775,0.4786640878864043,0.6516666666666666,0.68984375,0.47777705515428587,0.7708333333333334,1.0,0.017857142857142856,0.03508771929824561,0.6619759316770186,0.22916666666666666,0.0,1.0,55,0,55,0.6720918335697867,0.6024732689062754,0.2063620456240394,0.0260790494468176,0.020181640107749088,0.7926685999740254,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p5,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p5\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p5\metrics.json
0.2,0.7,0.6,0.0,0.6408333333333334,0.682560376267568,0.47642765308307256,0.66,0.697064732142857,0.47051238342342055,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6146156832298137,0.23333333333333334,0.0,1.0,57,1,56,0.6663882804639412,0.5975175201892853,0.21103176926121567,0.02435928961318551,0.0160214982531739,0.8075198928515116,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p6,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p6\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p6\metrics.json
0.2,0.7,0.7,0.0,0.6416666666666667,0.6815707836683864,0.4760414765259705,0.6583333333333333,0.6920982142857142,0.47181628126404185,0.7625,0.0,0.0,0.0,0.624126552795031,0.2375,0.0,1.0,57,1,56,0.6743162301453677,0.607077293323748,0.2121226857557441,0.020512862526106113,0.014936273339006937,0.8369441339463899,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p7,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p7\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p7\metrics.json
0.2,0.7,0.8,0.0,0.64,0.6808146904465397,0.4756437903464566,0.65,0.6881026785714286,0.4725004036414084,0.7625,0.0,0.0,0.0,0.6340256211180125,0.2375,0.0,1.0,58,1,57,0.6786506934599443,0.6130332287513849,0.21369944806351807,0.017449608270191784,0.013328557551810236,0.8604031503200531,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p8,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p8\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p8\metrics.json
0.2,0.7,0.9,0.0,0.6408333333333334,0.6850816135918876,0.473679002869168,0.6466666666666666,0.6854352678571428,0.473434852561421,0.7708333333333334,1.0,0.017857142857142856,0.03508771929824561,0.6375194099378881,0.22916666666666666,0.0,1.0,56,0,56,0.6842456044572772,0.6206621067090468,0.21472189439968628,0.014203568102058136,0.011885135110016123,0.8863714536031088,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p9,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p7_lb_0p9\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p7_lb_0p9\metrics.json
0.2,0.8,0.05,0.0,0.6433333333333333,0.6860489681551325,0.47577888542905744,0.6416666666666667,0.6870424107142857,0.4815551193050864,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7828998447204968,0.22083333333333333,0.0,1.0,54,0,54,0.6583867529124925,0.5795743036450762,0.19023566309249762,0.04872536128669074,0.03570052292762381,0.6146651127121665,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p05,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p05\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p05\metrics.json
0.2,0.8,0.1,0.0,0.6433333333333333,0.6852567381248889,0.47555781809310177,0.6433333333333333,0.6877678571428572,0.4811291425323226,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7660131987577639,0.22083333333333333,0.0,1.0,54,0,54,0.6615382450999636,0.5833398352066675,0.19297948095834616,0.04537366816040241,0.033035809343511406,0.6415934029853705,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p1,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p1\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p1\metrics.json
0.2,0.8,0.2,0.0,0.6333333333333333,0.6846229541006938,0.48187343445361486,0.6466666666666666,0.6853571428571429,0.48261152279232317,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7280667701863355,0.22083333333333333,0.0,1.0,54,0,54,0.6510413812868523,0.5747792743372194,0.1989513597253597,0.03884695673530752,0.026971351327092358,0.692235959298683,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p2,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p2\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p2\metrics.json
0.2,0.8,0.3,0.0,0.6291666666666667,0.6839168964597047,0.48016557925064396,0.6516666666666666,0.6875334821428571,0.4808032626384527,0.775,1.0,0.03571428571428571,0.06896551724137931,0.6963315217391304,0.225,0.0,1.0,54,0,54,0.657988990798141,0.5831768264373144,0.20253983794739752,0.03407795620009755,0.023472761481323025,0.7297541824254122,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p3,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p3\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p3\metrics.json
0.2,0.8,0.4,0.0,0.6366666666666667,0.6835360700942893,0.47929521829945987,0.655,0.6900223214285715,0.4783422958236123,0.7708333333333334,1.0,0.017857142857142856,0.03508771929824561,0.6753687888198758,0.22916666666666666,0.0,1.0,55,0,55,0.6686644879254428,0.5965711257674478,0.20487344377871716,0.028141769495877354,0.02151314380832694,0.7758703394369646,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p4,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p4\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p4\metrics.json
0.2,0.8,0.5,0.0,0.6416666666666667,0.6803059953744885,0.4780647247593223,0.6533333333333333,0.6992410714285715,0.47023399398205434,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6167507763975155,0.23333333333333334,0.0,1.0,57,1,56,0.6660803791248437,0.5956740325147455,0.21046197798215982,0.02500275657935576,0.01662349748904958,0.801916775378314,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p5,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p5\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p5\metrics.json
0.2,0.8,0.6,0.0,0.6408333333333334,0.680989814979541,0.4769629877329816,0.6533333333333333,0.6944308035714286,0.47147034884836386,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6160714285714286,0.23333333333333334,0.0,1.0,57,1,56,0.6682575606938564,0.5990185737609863,0.21239872818643396,0.022584281636006905,0.014486361111542492,0.8207870161894596,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p6,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p6\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p6\metrics.json
0.2,0.8,0.7,0.0,0.6383333333333333,0.6807785536381428,0.47656743572378185,0.655,0.693984375,0.4715810424352606,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6265527950310559,0.23333333333333334,0.0,1.0,57,1,56,0.6731411534728426,0.6049700930263057,0.21348990206465576,0.020166576585986397,0.01334260075324864,0.8389864916151221,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p7,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p7\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p7\metrics.json
0.2,0.8,0.8,0.0,0.6366666666666667,0.6816569560576411,0.4755454293828623,0.6483333333333333,0.6895200892857143,0.47203915867117513,0.7625,0.0,0.0,0.0,0.641498447204969,0.2375,0.0,1.0,58,1,57,0.6802959595665787,0.6139204249237523,0.21390368608814297,0.016539398157461124,0.012954093600538645,0.8676848176753882,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p8,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p8\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p8\metrics.json
0.2,0.8,0.9,0.0,0.6425,0.6834554572140188,0.4737599376543806,0.6516666666666666,0.6891741071428571,0.472525692400256,0.7666666666666667,0.0,0.0,0.0,0.640722049689441,0.23333333333333334,0.0,1.0,57,0,57,0.6864094607757799,0.6232169044740272,0.2152207807609529,0.012381828390061855,0.011381036390296438,0.900945367235126,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p9,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p8_lb_0p9\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p8_lb_0p9\metrics.json
0.2,0.9,0.05,0.0,0.6375,0.6855402730830813,0.4820531148283413,0.6366666666666667,0.6840848214285715,0.48306191531117654,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7517468944099379,0.22083333333333333,0.0,1.0,54,0,54,0.647611447355964,0.5695760069471417,0.1964151139060656,0.04141979800029234,0.029491978387037914,0.6708235289111282,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p05,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p05\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p05\metrics.json
0.2,0.9,0.1,0.0,0.635,0.685030188133784,0.48195826058496005,0.64,0.6859263392857142,0.4822310051456623,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.735248447204969,0.22083333333333333,0.0,1.0,54,0,54,0.6511519894455419,0.5737294572772402,0.1985540051351894,0.038859535798881996,0.027381491790892498,0.691420232707804,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p1,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p1\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p1\metrics.json
0.2,0.9,0.2,0.0,0.6283333333333333,0.6826687866927593,0.48126833795583546,0.65,0.6878459821428572,0.4809904756967111,0.7791666666666667,1.0,0.05357142857142857,0.1016949152542373,0.7075892857142857,0.22083333333333333,0.0,1.0,54,0,54,0.6574232334440405,0.581228004712047,0.2021769271655516,0.034441464778148766,0.02381262310187925,0.7265584243066383,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p2,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p2\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p2\metrics.json
0.2,0.9,0.3,0.0,0.6358333333333334,0.6839446940046255,0.47961063881272176,0.6633333333333333,0.6922767857142857,0.47874076268875676,0.7708333333333334,1.0,0.017857142857142856,0.03508771929824561,0.6842973602484472,0.22916666666666666,0.0,1.0,54,0,54,0.6645381595149185,0.5901275669986551,0.2044596281467062,0.03000343596619187,0.02171860798967607,0.760788437091943,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p3,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p3\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p3\metrics.json
0.2,0.9,0.4,0.0,0.635,0.6813178260096069,0.4775245565178197,0.6466666666666666,0.6986607142857142,0.47042738552948415,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6278144409937888,0.23333333333333334,0.0,1.0,57,1,56,0.6666633757677946,0.5950602609099764,0.21002647799975943,0.025311379298341995,0.017043935727666725,0.7989061212900913,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p4,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p4\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p4\metrics.json
0.2,0.9,0.5,0.0,0.6425,0.6805172567158869,0.4773828152596124,0.6533333333333333,0.6956919642857142,0.4712854087950688,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6214091614906833,0.23333333333333334,0.0,1.0,57,1,56,0.6685768031712734,0.597901952086073,0.21188024521777124,0.023084895346652378,0.015044783256157782,0.8163096832506584,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p5,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p5\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p5\metrics.json
0.2,0.9,0.6,0.0,0.6391666666666667,0.6805311554883473,0.47695195853855826,0.6566666666666666,0.6959598214285714,0.4710050525552659,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6215062111801243,0.23333333333333334,0.0,1.0,57,1,56,0.6708751998164437,0.6011180064894937,0.2133982933380387,0.021143375331479492,0.01341417201822906,0.831286502606941,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p6,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p6\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p6\metrics.json
0.2,0.9,0.7,0.0,0.6383333333333333,0.6803671499733143,0.4768693162265727,0.65,0.6933593749999999,0.4716693406420643,0.7666666666666667,0.5,0.017857142857142856,0.034482758620689655,0.6358695652173914,0.23333333333333334,0.0,1.0,57,1,56,0.6745824886090828,0.6057169816710732,0.21423206275159662,0.019202583074343926,0.012481104638991934,0.8463793288577687,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p7,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p7\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p7\metrics.json
0.2,0.9,0.8,0.0,0.6408333333333334,0.6855861390322007,0.474928790187306,0.6483333333333333,0.6635267857142858,0.4786521903261498,0.7666666666666667,0.0,0.0,0.0,0.6900232919254659,0.23333333333333334,0.0,1.0,57,0,57,0.708362312931003,0.6437874725370696,0.21432337074568777,0.01295536251343561,0.01256292959618749,0.8963570937965856,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p8,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p8\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p8\metrics.json
0.2,0.9,0.9,0.0,0.6425,0.6834443381960504,0.4744055777189232,0.655,0.6889955357142857,0.47272844901625355,0.7666666666666667,0.0,0.0,0.0,0.6449922360248447,0.23333333333333334,0.0,1.0,57,0,57,0.6877404072067954,0.6248138465664603,0.21592935039238495,0.011326635058856371,0.010607466609640554,0.9093869238188772,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p9,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p2_ls_0p9_lb_0p9\seed_2026\noise_0.20\weak-q_lq_0p2_ls_0p9_lb_0p9\metrics.json
0.3,0.05,0.05,0.0,0.6341666666666667,0.6825409179861235,0.49117112097121995,0.63,0.6949107142857144,0.48699918763925626,0.9041666666666667,0.8837209302325582,0.6785714285714286,0.7676767676767676,0.9396350931677019,0.09583333333333334,0.0,0.6666666666666666,20,3,17,0.5156876571250685,0.4596714779283061,0.13437654823064804,0.23037291543953348,0.0836914170420531,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p05,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p05\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p05\metrics.json
0.3,0.05,0.1,0.0,0.6275,0.6855652908735099,0.4935556931605983,0.6283333333333333,0.6951897321428572,0.488270872269092,0.9041666666666667,0.8837209302325582,0.6785714285714286,0.7676767676767676,0.9452639751552795,0.09583333333333334,0.0,0.6666666666666666,20,3,17,0.5086935546362039,0.44733393598686566,0.14419477636163885,0.2169059697877277,0.0725588510659608,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p1,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p1\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p1\metrics.json
0.3,0.05,0.2,0.0,0.6275,0.6855847491549546,0.4943675291040424,0.625,0.6940178571428571,0.48952689768099245,0.9,0.8809523809523809,0.6607142857142857,0.7551020408163265,0.9546777950310559,0.1,0.0,0.6666666666666666,21,3,18,0.5010405349912066,0.43225298596150946,0.16046452273925146,0.19648804357557587,0.05411894489644152,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p2,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p2\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p2\metrics.json
0.3,0.05,0.3,0.0,0.6316666666666667,0.6826465486568227,0.491768176818377,0.6266666666666667,0.6950334821428571,0.48827646700642613,0.9,0.8809523809523809,0.6607142857142857,0.7551020408163265,0.9667119565217391,0.1,0.0,0.6666666666666666,21,2,19,0.4990157864310525,0.4253552664409984,0.1669865164792899,0.1926559814901063,0.046439206171216385,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p3,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p3\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p3\metrics.json
0.3,0.05,0.4,0.0,0.6375,0.6828188934353319,0.49264950245907985,0.6283333333333333,0.6955468749999999,0.4886971586309495,0.9208333333333333,0.9302325581395349,0.7142857142857143,0.8080808080808081,0.9711762422360248,0.07916666666666666,0.0,0.6666666666666666,17,0,17,0.49720879260337714,0.4200127815658396,0.17199870853713065,0.18878049742091785,0.04039343305383668,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p4,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p4\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p4\metrics.json
0.3,0.05,0.5,0.0,0.6375,0.6836250222380358,0.4908779773314468,0.6366666666666667,0.6988616071428572,0.4898116198926801,0.9333333333333333,0.9347826086956522,0.7678571428571429,0.8431372549019608,0.9747670807453415,0.06666666666666667,0.0,0.5,13,0,13,0.5144730002591105,0.43348506770350714,0.17240737717260013,0.19844335678851965,0.03868710283528675,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p5,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p5\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p5\metrics.json
0.3,0.05,0.6,0.0,0.6316666666666667,0.6820433419320404,0.4919271303111316,0.6466666666666666,0.7014285714285714,0.48850357146749784,0.9416666666666667,0.9375,0.8035714285714286,0.8653846153846154,0.9746700310559007,0.058333333333333334,0.0,0.5,11,0,11,0.5162345599947553,0.4339506296497403,0.17874276502565903,0.2031342342044368,0.030840649071967964,0.0,success,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p6,C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p3_ls_0p05_lb_0p6\seed_2026\noise_0.20\weak-q_lq_0p3_ls_0p05_lb_0p6\metrics.json
