run=weak-q_lq_0p9_ls_0p1_lb_0p2 mode=weak-q noise=0.20 train=4200 valid=600 test=1200
epoch=1 loss_total=0.819813 loss_rec=0.725460 valid_auc=0.593772 valid_rmse=0.499571 q_change=5 q_delta=0.050610 q_grad=0.000083
epoch=2 loss_total=0.796443 loss_rec=0.703508 valid_auc=0.608237 valid_rmse=0.498095 q_change=14 q_delta=0.057619 q_grad=0.000099
epoch=3 loss_total=0.786138 loss_rec=0.692789 valid_auc=0.624710 valid_rmse=0.494727 q_change=15 q_delta=0.057320 q_grad=0.000151
epoch=4 loss_total=0.768789 loss_rec=0.674653 valid_auc=0.644944 valid_rmse=0.487586 q_change=15 q_delta=0.057285 q_grad=0.000246
epoch=5 loss_total=0.748138 loss_rec=0.652551 valid_auc=0.659275 valid_rmse=0.480999 q_change=19 q_delta=0.062614 q_grad=0.000449
epoch=6 loss_total=0.727787 loss_rec=0.631118 valid_auc=0.666875 valid_rmse=0.478346 q_change=20 q_delta=0.068414 q_grad=0.000677
epoch=7 loss_total=0.717799 loss_rec=0.621351 valid_auc=0.671083 valid_rmse=0.478331 q_change=20 q_delta=0.071628 q_grad=0.000761
epoch=8 loss_total=0.715667 loss_rec=0.619320 valid_auc=0.669721 valid_rmse=0.479134 q_change=19 q_delta=0.074157 q_grad=0.000839
epoch=9 loss_total=0.712366 loss_rec=0.616198 valid_auc=0.673783 valid_rmse=0.477047 q_change=21 q_delta=0.077041 q_grad=0.000863
epoch=10 loss_total=0.717379 loss_rec=0.621345 valid_auc=0.672801 valid_rmse=0.478419 q_change=19 q_delta=0.079216 q_grad=0.000846
epoch=11 loss_total=0.717319 loss_rec=0.621308 valid_auc=0.672690 valid_rmse=0.477184 q_change=20 q_delta=0.080950 q_grad=0.000894
epoch=12 loss_total=0.711121 loss_rec=0.615221 valid_auc=0.672333 valid_rmse=0.478809 q_change=20 q_delta=0.081998 q_grad=0.000914
epoch=13 loss_total=0.709050 loss_rec=0.613292 valid_auc=0.672210 valid_rmse=0.477159 q_change=19 q_delta=0.084394 q_grad=0.000877
epoch=14 loss_total=0.711552 loss_rec=0.615795 valid_auc=0.671306 valid_rmse=0.479652 q_change=18 q_delta=0.085701 q_grad=0.000921
epoch=15 loss_total=0.709220 loss_rec=0.613376 valid_auc=0.673147 valid_rmse=0.477681 q_change=17 q_delta=0.087267 q_grad=0.000922
epoch=16 loss_total=0.712893 loss_rec=0.617001 valid_auc=0.672734 valid_rmse=0.477702 q_change=19 q_delta=0.088710 q_grad=0.000987
epoch=17 loss_total=0.708984 loss_rec=0.613256 valid_auc=0.672333 valid_rmse=0.477776 q_change=19 q_delta=0.089314 q_grad=0.000934
epoch=18 loss_total=0.706896 loss_rec=0.611180 valid_auc=0.671730 valid_rmse=0.478689 q_change=18 q_delta=0.090184 q_grad=0.000948
epoch=19 loss_total=0.706993 loss_rec=0.611268 valid_auc=0.672121 valid_rmse=0.478762 q_change=17 q_delta=0.091676 q_grad=0.000981
epoch=20 loss_total=0.707052 loss_rec=0.611351 valid_auc=0.673259 valid_rmse=0.477560 q_change=17 q_delta=0.092540 q_grad=0.001019
epoch=21 loss_total=0.704062 loss_rec=0.608277 valid_auc=0.673795 valid_rmse=0.478251 q_change=17 q_delta=0.093725 q_grad=0.000965
epoch=22 loss_total=0.703919 loss_rec=0.608131 valid_auc=0.671797 valid_rmse=0.478473 q_change=16 q_delta=0.094856 q_grad=0.001030
epoch=23 loss_total=0.704404 loss_rec=0.608552 valid_auc=0.671629 valid_rmse=0.478374 q_change=16 q_delta=0.095872 q_grad=0.000992
epoch=24 loss_total=0.701613 loss_rec=0.605779 valid_auc=0.671071 valid_rmse=0.479067 q_change=14 q_delta=0.097035 q_grad=0.001017
epoch=25 loss_total=0.701903 loss_rec=0.605969 valid_auc=0.670982 valid_rmse=0.478793 q_change=15 q_delta=0.098363 q_grad=0.001065
epoch=26 loss_total=0.701093 loss_rec=0.605130 valid_auc=0.671350 valid_rmse=0.479201 q_change=14 q_delta=0.099062 q_grad=0.001038
epoch=27 loss_total=0.700753 loss_rec=0.604747 valid_auc=0.671942 valid_rmse=0.479282 q_change=14 q_delta=0.100039 q_grad=0.001045
epoch=28 loss_total=0.705801 loss_rec=0.609736 valid_auc=0.671473 valid_rmse=0.479527 q_change=14 q_delta=0.101236 q_grad=0.001076
epoch=29 loss_total=0.701535 loss_rec=0.605385 valid_auc=0.672656 valid_rmse=0.478083 q_change=14 q_delta=0.102288 q_grad=0.001068
epoch=30 loss_total=0.700125 loss_rec=0.603884 valid_auc=0.673873 valid_rmse=0.479798 q_change=14 q_delta=0.103118 q_grad=0.001076
epoch=31 loss_total=0.699497 loss_rec=0.603235 valid_auc=0.673549 valid_rmse=0.478981 q_change=14 q_delta=0.103301 q_grad=0.001080
epoch=32 loss_total=0.701677 loss_rec=0.605283 valid_auc=0.674643 valid_rmse=0.477617 q_change=14 q_delta=0.104867 q_grad=0.001094
epoch=33 loss_total=0.701597 loss_rec=0.605136 valid_auc=0.673683 valid_rmse=0.477167 q_change=14 q_delta=0.105947 q_grad=0.001106
epoch=34 loss_total=0.702634 loss_rec=0.606123 valid_auc=0.671719 valid_rmse=0.478028 q_change=14 q_delta=0.106481 q_grad=0.001063
epoch=35 loss_total=0.704474 loss_rec=0.607895 valid_auc=0.673583 valid_rmse=0.477346 q_change=14 q_delta=0.107297 q_grad=0.001075
epoch=36 loss_total=0.701074 loss_rec=0.604414 valid_auc=0.673103 valid_rmse=0.479193 q_change=15 q_delta=0.107996 q_grad=0.001099
epoch=37 loss_total=0.698784 loss_rec=0.601957 valid_auc=0.675335 valid_rmse=0.478104 q_change=15 q_delta=0.108908 q_grad=0.001093
epoch=38 loss_total=0.698153 loss_rec=0.601227 valid_auc=0.673761 valid_rmse=0.479109 q_change=15 q_delta=0.110408 q_grad=0.001143
epoch=39 loss_total=0.701457 loss_rec=0.604446 valid_auc=0.672690 valid_rmse=0.478001 q_change=15 q_delta=0.111526 q_grad=0.001126
epoch=40 loss_total=0.699506 loss_rec=0.602385 valid_auc=0.672958 valid_rmse=0.478971 q_change=15 q_delta=0.112466 q_grad=0.001114
epoch=41 loss_total=0.698882 loss_rec=0.601653 valid_auc=0.673438 valid_rmse=0.478559 q_change=15 q_delta=0.113298 q_grad=0.001101
epoch=42 loss_total=0.701163 loss_rec=0.603797 valid_auc=0.671585 valid_rmse=0.478407 q_change=15 q_delta=0.114565 q_grad=0.001167
epoch=43 loss_total=0.697162 loss_rec=0.599673 valid_auc=0.672478 valid_rmse=0.478528 q_change=15 q_delta=0.115774 q_grad=0.001131
epoch=44 loss_total=0.700174 loss_rec=0.602537 valid_auc=0.671150 valid_rmse=0.478339 q_change=15 q_delta=0.117193 q_grad=0.001151
epoch=45 loss_total=0.697428 loss_rec=0.599678 valid_auc=0.672132 valid_rmse=0.480134 q_change=15 q_delta=0.117491 q_grad=0.001153
epoch=46 loss_total=0.699863 loss_rec=0.601916 valid_auc=0.672612 valid_rmse=0.477674 q_change=15 q_delta=0.119557 q_grad=0.001145
epoch=47 loss_total=0.699879 loss_rec=0.601784 valid_auc=0.672154 valid_rmse=0.478595 q_change=15 q_delta=0.120562 q_grad=0.001149
epoch=48 loss_total=0.698005 loss_rec=0.599786 valid_auc=0.672667 valid_rmse=0.478250 q_change=15 q_delta=0.121813 q_grad=0.001169
epoch=49 loss_total=0.698339 loss_rec=0.599889 valid_auc=0.671975 valid_rmse=0.478347 q_change=15 q_delta=0.123141 q_grad=0.001183
epoch=50 loss_total=0.696564 loss_rec=0.598003 valid_auc=0.672232 valid_rmse=0.478735 q_change=14 q_delta=0.123799 q_grad=0.001124
epoch=51 loss_total=0.696926 loss_rec=0.598166 valid_auc=0.672500 valid_rmse=0.479475 q_change=14 q_delta=0.124960 q_grad=0.001201
epoch=52 loss_total=0.699613 loss_rec=0.600667 valid_auc=0.672400 valid_rmse=0.478166 q_change=15 q_delta=0.126888 q_grad=0.001194
epoch=53 loss_total=0.700982 loss_rec=0.601832 valid_auc=0.672835 valid_rmse=0.478812 q_change=14 q_delta=0.128366 q_grad=0.001203
epoch=54 loss_total=0.694289 loss_rec=0.594916 valid_auc=0.672400 valid_rmse=0.479776 q_change=14 q_delta=0.129588 q_grad=0.001216
epoch=55 loss_total=0.694210 loss_rec=0.594533 valid_auc=0.673739 valid_rmse=0.479252 q_change=14 q_delta=0.131503 q_grad=0.001229
epoch=56 loss_total=0.694898 loss_rec=0.595020 valid_auc=0.673382 valid_rmse=0.478745 q_change=14 q_delta=0.132795 q_grad=0.001189
epoch=57 loss_total=0.695345 loss_rec=0.595200 valid_auc=0.673214 valid_rmse=0.479181 q_change=14 q_delta=0.134372 q_grad=0.001280
Early stopping at epoch 57; best_epoch=37.
Saved run to C:\Users\YAN_SHU_YU\Desktop\Generative-CD\Q_GNCDM\results\weak_q_lambda_sweep\lq_0p9_ls_0p1_lb_0p2\seed_2026\noise_0.20\weak-q_lq_0p9_ls_0p1_lb_0p2
Final metrics: q_hat_f1=0.823529 response_auc=0.684359 mastery_pearson=0.385707
