epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.7286876501708195,0.7286876501708195,0.0,0.30909091234207153,0.0,0.0,0.5564267046804466,0.7549587319789028,0.490260370687283,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
2,0.6710064041203466,0.6710064041203466,0.0,0.30909091234207153,0.0,0.0,0.6389878831076266,0.7784863581911916,0.46409909232699725,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
3,0.5821012474339584,0.5821012474339584,0.0,0.30909091234207153,0.0,0.0,0.72832026609646,0.8140818988801408,0.4200464071340392,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
4,0.4927425631161394,0.4927425631161394,0.0,0.30909091234207153,0.0,0.0,0.7390116417201236,0.8234060256868247,0.4108576974879647,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
5,0.43681060394336435,0.43681060394336435,0.0,0.30909091234207153,0.0,0.0,0.7363981943454502,0.823176695374789,0.4149356221464579,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
6,0.4116017212127817,0.4116017212127817,0.0,0.30909091234207153,0.0,0.0,0.7353290567830839,0.8221346746974394,0.4179481377120737,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
7,0.39941601301061697,0.39941601301061697,0.0,0.30909091234207153,0.0,0.0,0.7293894036588263,0.819683481859635,0.4217531807475791,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
8,0.3878897788195774,0.3878897788195774,0.0,0.30909091234207153,0.0,0.0,0.7284390591589451,0.8194434311702604,0.4229531654257639,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
9,0.3792378902435303,0.3792378902435303,0.0,0.30909091234207153,0.0,0.0,0.7261819909717272,0.818402868464229,0.42480555945188525,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
10,0.36989035431681005,0.36989035431681005,0.0,0.30909091234207153,0.0,0.0,0.7242813019719648,0.8154664570542256,0.42681850728319,,0.0,1.0,0.30909091234207153,0.0,0.9863636363636363,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9860013657204175,0.013636363636363636,0.0,0.0,0,0,0
