epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.9606370987563297,0.7185104396836511,0.0014442880530823302,0.45910582562972757,0.24382580277220955,0.0,0.5564267046804466,0.6624713208465427,0.49352457790458204,0.0001537567343269796,0.3752325773239136,0.6234201788902283,0.43666937947273254,0.06456952542066574,0.8409090909090909,0.8636363636363636,0.5671641791044776,0.6846846846846847,0.9164959516144766,0.1590909090909091,0.0,0.16666666666666666,26,1,25
2,0.9145974383271974,0.67933012904792,0.009421906345684466,0.42129124598256473,0.23200081931105976,0.0,0.5705630791161797,0.7889791490661893,0.4824156932000847,0.00018099116102254404,0.2970387041568756,0.7044671773910522,0.40834933519363403,0.11876218765974045,0.8181818181818182,0.7872340425531915,0.5522388059701493,0.6491228070175439,0.8780606770071213,0.18181818181818182,0.0,0.16666666666666666,31,5,26
3,0.839018617210717,0.6073903133129251,0.02265134471436513,0.404991008598229,0.21626015701170626,0.0,0.7492278450938465,0.83310021991925,0.41599723452736903,0.000292924632456812,0.21016408503055573,0.7800226211547852,0.4059349000453949,0.15496981143951416,0.8,0.7017543859649122,0.5970149253731343,0.6451612903225806,0.7785581894449324,0.2,0.0,0.0,33,11,22
4,0.7194775887604418,0.4903636420595235,0.034899198000544106,0.39911625354454433,0.20160369806248565,0.0,0.7486338797814208,0.8355375191480234,0.40705261614402183,0.00034945418858491203,0.1660849153995514,0.8332372903823853,0.39079058170318604,0.18055950105190277,0.8363636363636363,0.7540983606557377,0.6865671641791045,0.71875,0.7909472246610088,0.16363636363636364,0.0,0.16666666666666666,27,10,17
5,0.6821688578046602,0.4568761042479811,0.043671234093349554,0.38249542230162126,0.19013277595413142,0.0,0.7460204324067474,0.8343266024991571,0.40907770903256174,0.000395040163782361,0.12439537048339844,0.8711172342300415,0.37350207567214966,0.2006077617406845,0.8409090909090909,0.7758620689655172,0.6716417910447762,0.72,0.8256755438493806,0.1590909090909091,0.0,0.0,24,7,17
6,0.6684520265151714,0.44671549827888096,0.05279162757355591,0.36531361423689745,0.1787148256754053,0.0,0.7461392254692326,0.8336524194090631,0.4100027701328386,0.0004195656465840173,0.09730567783117294,0.8954211473464966,0.3574071228504181,0.21822313964366913,0.8545454545454545,0.8070175438596491,0.6865671641791045,0.7419354838709677,0.8429421519851721,0.14545454545454545,0.0,0.0,21,5,16
7,0.6540355528223103,0.4352239678645956,0.061362676129772746,0.3506095609788237,0.16832559915452167,0.0,0.7412687099073414,0.8330669438679899,0.41183122742619244,0.0004354686860661504,0.07753758877515793,0.9159353971481323,0.3441142141819,0.23500894010066986,0.8454545454545455,0.7894736842105263,0.6716417910447762,0.7258064516129032,0.8555262901180372,0.15454545454545454,0.0,0.0,23,6,17
8,0.6425997059920738,0.42628622979953373,0.06938075158616593,0.33833426596789523,0.15871930790358577,0.0,0.7450700879068662,0.8330100829865839,0.41126044795551703,0.00045329087829329716,0.06378055363893509,0.9317609071731567,0.3323151767253876,0.24956314265727997,0.8545454545454545,0.8181818181818182,0.6716417910447762,0.7377049180327869,0.8649887815822846,0.14545454545454545,0.0,0.0,21,4,17
9,0.6325049903886072,0.41839755043901244,0.07715145704047434,0.3268888330665128,0.14962173998355865,0.0,0.7412687099073414,0.8328073963856948,0.4123428094851808,0.0004753446500499508,0.05310755595564842,0.9438085556030273,0.32096320390701294,0.26342451572418213,0.8590909090909091,0.8461538461538461,0.6567164179104478,0.7394957983193278,0.8686957370012681,0.1409090909090909,0.0,0.16666666666666666,22,3,19
10,0.6216074978483135,0.40955291277375716,0.0846569882384662,0.31604473755277435,0.14090564435925976,0.0,0.7422190544072226,0.8309217534809493,0.41268000197741006,0.0004930021988974627,0.04456137493252754,0.9529000520706177,0.3106776773929596,0.275534451007843,0.8636363636363636,0.8490566037735849,0.6716417910447762,0.75,0.8710369720027314,0.13636363636363635,0.0,0.16666666666666666,21,3,18
