epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,1.0167707276755367,0.7749876174433478,0.001395852683446782,0.45344020785956546,0.24415300144203778,0.0,0.5564267046804466,0.7878435323477524,0.49559765577822307,0.00015351056534764837,0.3769505023956299,0.6208933591842651,0.4271443486213684,0.062467388808727264,0.8454545454545455,0.9230769230769231,0.5373134328358209,0.6792452830188679,0.970051702272949,0.15454545454545454,0.0,0.25,29,0,29
2,0.9422478901928869,0.7083046086903276,0.007875449473744836,0.40840305490740414,0.23350326768283186,0.0,0.5564267046804466,0.8013235063398312,0.4910324299510628,0.0001371062705935589,0.29466497898101807,0.6879945993423462,0.391357421875,0.10379980504512787,0.8909090909090909,0.9215686274509803,0.7014925373134329,0.7966101694915254,0.9457613891327675,0.10909090909090909,0.0,0.0,17,0,17
3,0.8870789038723913,0.658929908070071,0.019110283412938488,0.38053426403423835,0.2185091694881176,0.0,0.7145402708481825,0.829566869311339,0.4504026287250162,0.0002079229422539858,0.2020256221294403,0.7781919240951538,0.3748040199279785,0.15101145207881927,0.8590909090909091,0.9090909090909091,0.5970149253731343,0.7207207207207207,0.8757194420056581,0.1409090909090909,0.0,0.0,24,0,24
4,0.7653342269617935,0.5394703082997223,0.03340363618114899,0.37507751070219897,0.20204157176716575,0.0,0.7473271560940841,0.8370234777978983,0.40747167443295595,0.0002764505549968252,0.1452091783285141,0.8407648801803589,0.37292319536209106,0.1820390522480011,0.8545454545454545,0.8431372549019608,0.6417910447761194,0.7288135593220338,0.8324065944785873,0.14545454545454545,0.0,0.0,25,4,21
5,0.701836869634431,0.4784561539518422,0.043535099268473425,0.36903268561281005,0.18956169588812466,0.0,0.7491090520313614,0.8361907188862059,0.40680301093474475,0.00032376217307595153,0.1280495822429657,0.8651211857795715,0.3641864061355591,0.2038884311914444,0.8681818181818182,0.8653846153846154,0.6716417910447762,0.7563025210084033,0.8496732026143791,0.1318181818181818,0.0,0.0,22,3,19
6,0.6787875829071834,0.4585588851879383,0.05299194921450368,0.3572868437602602,0.1776330614912099,0.0,0.744951294844381,0.8349001569806296,0.40853510370928126,0.00039095071581963066,0.10924455523490906,0.9063095450401306,0.3494546115398407,0.22596965730190277,0.8863636363636364,0.8888888888888888,0.7164179104477612,0.7933884297520661,0.8663545019998049,0.11363636363636363,0.0,0.0,18,2,16
7,0.6623128899212541,0.44538134542004815,0.06348536202105982,0.3417416600317791,0.16496134934754209,0.0,0.7440009503444999,0.8338663123777305,0.4098120741617201,0.0004107978075525948,0.07876640558242798,0.9292718768119812,0.3342675566673279,0.24625810980796814,0.8863636363636364,0.9038461538461539,0.7014925373134329,0.7899159663865546,0.8782557799239099,0.11363636363636363,0.0,0.0,18,1,17
8,0.6472520632990475,0.43326198232584984,0.07362853465922947,0.3274095988479154,0.15293286278330046,0.0,0.7428130197196484,0.8334812078360411,0.4106549746030347,0.0004228615339500187,0.05889105796813965,0.9443187117576599,0.32044461369514465,0.265779584646225,0.8818181818181818,0.9019607843137255,0.6865671641791045,0.7796610169491526,0.8891815432640717,0.11818181818181818,0.0,0.0,19,1,18
9,0.6337740842638344,0.42229527697480956,0.08302828001564946,0.31450516602088663,0.14200707807623106,0.0,0.7423378474697078,0.8335874396285523,0.41158603507188046,0.0004442729480395993,0.0445670485496521,0.954953134059906,0.30824148654937744,0.28246474266052246,0.8727272727272727,0.8979591836734694,0.6567164179104478,0.7586206896551724,0.9002048580626281,0.12727272727272726,0.0,0.0,21,1,20
10,0.6223885971924354,0.41309171349837864,0.09168475673630319,0.3030955241671924,0.13204940177243332,0.0,0.7404371584699454,0.8312511978234947,0.41212817561560305,0.000450100441130103,0.035194940865039825,0.9629471302032471,0.2978534400463104,0.2959587872028351,0.8818181818181818,0.9183673469387755,0.6716417910447762,0.7758620689655172,0.9104477611940298,0.11818181818181818,0.0,0.0,19,0,19
