epoch,loss_total,loss_rec,loss_weak_q,loss_sparse,loss_binary,loss_coverage,valid_acc,valid_auc,valid_rmse,q_logits_grad_abs_mean,q_soft_min,q_soft_max,q_soft_mean,q_soft_delta_from_init,q_hat_acc_vs_true,q_hat_precision_vs_true,q_hat_recall_vs_true,q_hat_f1_vs_true,q_hat_auc_vs_true,q_hat_hamming_vs_true,deleted_edge_recovery,added_edge_suppression,q_change_from_noise,q_change_0_to_1,q_change_1_to_0
1,0.8527713613263492,0.7078516288050289,0.0015368410863825844,0.4602427539126626,0.24366150205505305,0.0,0.5564267046804466,0.6727126545506773,0.4924768973884986,0.00012649128031374984,0.37044116854667664,0.6316222548484802,0.44212111830711365,0.06794019788503647,0.8681818181818182,0.9318181818181818,0.6119402985074627,0.7387387387387387,0.9825382889474198,0.1318181818181818,,,29,3,26
2,0.7966130745821985,0.6594890746577032,0.011632784687239548,0.43115855547888526,0.22996886768217745,0.0,0.6918507959135186,0.8107414293013128,0.4570330467222281,0.00027109461220318516,0.27729326486587524,0.7220430374145508,0.42315417528152466,0.1349557340145111,0.8,0.7017543859649122,0.5970149253731343,0.6451612903225806,0.8722075895034631,0.2,,,44,17,27
3,0.6474023081105331,0.5205050460223494,0.030724532741667896,0.41791838356133165,0.208930222124889,0.0,0.7461392254692326,0.8310092317600355,0.4090769223391722,0.0003949306586131068,0.19821524620056152,0.8002251386642456,0.4084611237049103,0.1888401359319687,0.7818181818181819,0.6507936507936508,0.6119402985074627,0.6307692307692307,0.8320163886450103,0.21818181818181817,,,48,22,26
4,0.5789408642670204,0.46229437456048766,0.047692861857599224,0.39658312037073334,0.18886537233303333,0.0,0.7486338797814208,0.832369118772404,0.40950086394918095,0.00040630126875777057,0.1529449075460434,0.8496637940406799,0.38464656472206116,0.22241827845573425,0.7909090909090909,0.6721311475409836,0.6119402985074627,0.640625,0.8421617403180177,0.20909090909090908,,,46,20,26
5,0.556352536226141,0.4488711768183215,0.06237095671481099,0.3743743207947961,0.17128818610618854,0.0,0.7474459491565693,0.8329232622239746,0.4096286200931107,0.00040689187780713085,0.11270209401845932,0.893093466758728,0.3642159104347229,0.2492872178554535,0.8,0.6949152542372882,0.6119402985074627,0.6507936507936508,0.8570871134523461,0.2,,,44,18,26
6,0.5408281796965105,0.44160997353751086,0.0760946913525976,0.3554883907581198,0.15527810387570282,0.0,0.747208363031599,0.8333783493889327,0.4099249188857499,0.00041067211212317365,0.08586966246366501,0.9215521216392517,0.347024530172348,0.2702283263206482,0.8045454545454546,0.7068965517241379,0.6119402985074627,0.656,0.866061847624622,0.19545454545454546,,,43,17,26
7,0.5261404935655922,0.4340135599004811,0.08814302022600996,0.33955267174490567,0.1414842877922387,0.0,0.7434069850320741,0.8334570512524374,0.41134515978463015,0.0004146335398625775,0.06690005213022232,0.940667450428009,0.3324770927429199,0.28734126687049866,0.8227272727272728,0.7592592592592593,0.6119402985074627,0.6776859504132231,0.8723051409618574,0.17727272727272728,,,39,13,26
8,0.5125303175942652,0.4264481622597267,0.09850365591460261,0.3264082670211792,0.12967311834980702,0.0,0.7454264670943217,0.8339197713260609,0.41032014402942074,0.0004061552046613511,0.05326569080352783,0.9540382027626038,0.32009947299957275,0.30185019969940186,0.8363636363636363,0.7924528301886793,0.6268656716417911,0.7,0.8759145449224466,0.16363636363636364,,,36,11,25
9,0.4987546955717021,0.4178849828654322,0.10745213771688528,0.31475110814489166,0.11951909573941395,0.0,0.7441197434069851,0.8343234006797919,0.41132680315609416,0.00040865502348330255,0.04295993223786354,0.9635368585586548,0.30910980701446533,0.31458789110183716,0.85,0.84,0.6268656716417911,0.717948717948718,0.8786459857574871,0.15,,,33,8,25
10,0.48626384858427374,0.4099420201161812,0.1152164025296425,0.30418657023331214,0.11070335720633638,9.319443127204632e-05,0.745664053219292,0.8332039074088727,0.4113758944915727,0.00041162807610817254,0.03548762947320938,0.9705687165260315,0.2990610897541046,0.32429200410842896,0.85,0.84,0.6268656716417911,0.717948717948718,0.879914154716613,0.15,,,33,8,25
